ns1:org_name_short,ns1:inn
"МАУ РМ ""ЦМПИИ"" МО БОГДАНОВИЧ",6633024190
"ООО ""СИБТЕЛЕКОМ""",8601048611
"ООО ""СДК""",6315516030
"МАУ ""ВЯЗНИКИ-МЕДИАГРУПП""",3338005861
"АНО ""ТВ ""ПРНК""",7728479769
"ГАУ РТ ""ИД ""ТЫВАМЕДИАГРУПП""",1701062430
"ООО ""МЭРИОТ""",7709272180
"ООО ""ВОЛНА""",4401110745
"ООО ""РУССКИЙ СЕВЕР""",3525045092
"ООО ""АРМТВ""",7706418466
"ООО ""САХАЛИНСКИЙ ДОМ РЕКЛАМЫ""",6501117265
"МБУ ""БОГОРОДСКИЙ МЕДИА ЦЕНТР""",5031121357
"МБУК ""РЦКРИНТ""АЛМАЗ""""",1405001029
"ООО ""РТ "" ТМ-МАСТЕР""",2610009008
"МБУ ""ТНР""",8620009512
"ООО ""ДАНС МЕДИА""",7714451925
"ООО ""ЦЕКТРВИС""",7801338563
"ООО ""ИТРК ""ТУАПСЕ""",2365034549
"ГАУ ПО ""МЕДИАХОЛДИНГ ""ЭКСПРЕСС""",5836691247
"ООО ""ВКЛЮЧИ РАДИО""",6612054719
"АНО""ЦПСИ ""ОТКРЫТЫЙ РЕГИОН""",2722999113
"ООО ""АФМ""",4401193406
"ООО ""РЕЗОНАНС""",3705007191
"ООО ""БАРС""",5235007148
"ООО ""АЛЬЯНС-МЕДИА""",8602292387
"ООО ТРК ""ДЕЛЬТА""",8901013289
"ООО ""САН ПОРТО ТВ""",7730253550
"ООО ""ГАРАНТ МЕДИА""",1837017450
"ООО ""ПРЕССА-БИЙСК""",2204026875
"АО ""СЕРГИЕВСКАЯ ТРК ""РАДУГА-3""",6381022940
"АО ТЕЛЕКАНАЛ ""ПЕРВЫЙ РОСТОВСКИЙ""",6163077949
"МБУ ""РЕДАКЦИЯ ГАЗЕТЫ"" ""УЙМОНСКИЕ ВЕДОМОСТИ""",0400007508
"ООО ""МЕДИАПАРТНЕР""",7725794755
"ООО ""РАДИУС ГОРОДА""",9705091966
"АУ СМИ ""АСХЫС ЧАЙААНЫ""",1905008103
"ООО ""НОВА-МЕДИА""",1001342859
"ООО ""МЕДИАСОЮЗ""",2209029284
"МКУ ""ЕДДСС-112"" ИМОСК",2607019623
"АНО РАДИОКАНАЛ ""РАДИО ВЕРА УВАРОВО""",6830007772
"ООО ""ВЫСШИЙ ПИЛОТАЖ""",2130102159
"ООО ""НОРИЛЬСКАЯ МЕДИАГРУППА-ДУДИНКА""",2457084719
"ООО ""ТЫНДА - МЕДИА""",2808016220
"ООО ""РУССКАЯ КОМПАНИЯ""",7224079602
"ГАУ МО ""РАДИО 1""",7705015190
"МБУ ""МЕДИАХОЛДИНГ""",2502078124
"ООО ""БИЗОН МЕДИА""",6682016114
"ООО ""РЕГИОН МЕДИА""",2538149107
"ООО ""РАДИО ТАРХАНКУТ""",9110024160
"ООО ""МЕДИАХОЛДИНГ""",2130062428
"ГАУ ""РЕГИОНАЛЬНЫЙ МЕДИАХОЛДИНГ ""КУЗБАСС""",4205423371
"ООО ""АЛЬФА МЕДИА""",1655087340
"АНО ""ПЦ ""ЛОГОС""",5260460231
"ООО ""РЕДАКЦИЯ ТВН""",6330054196
"ООО ""АМ""",6623118139
"ООО ""РАДИОТЕХНОЛОГИЯ""",4632243076
"ООО ""ЯХАЕВ ГРУПП""",3304012483
"АО ""ПЕРВОЕ РЕГИОНАЛЬНОЕ РАДИО""",7713573913
"ООО ""РЕТИНА""",2801180366
"ООО ""АРТЁМ МЕДИА""",2512466944
"ООО ""СУКСУН ФМ""",5917005440
"ООО ""ЕВРОПА МЕДИА""",4205064845
"ООО ""ТВ-АРТ ДИРЕКТ""",5243037435
"ЧУ ПП КПРФ ""ТЕЛЕКАНАЛ ""КРАСНАЯ ЛИНИЯ""",7702472896
"ООО ""ЧИСТЫЙ ГОРОД""",5944000070
"ООО ""РАДИО СЕМЬ""",2301101415
"ООО ""МЕДИА ТЕХНОЛОГИИ""",6151020070
"ООО ""ЭВРИКА""",4345393896
"ООО ""БАЙКАЛ РАДИО""",3808270155
"БФП ""ВЕРА""",6318022631
"ООО ""МЕДИА ПЛЮС""",2373010206
"ООО ""ЦТВ""",7713267433
"ООО ""АНТ""",7717715630
"ООО ""ТРК ""АТВ""",9103093405
"ООО ""КОНТРАСТ-МЕДИА""",6726019370
"ООО ""МЕДИА-ВЕЩАТЕЛЬ""",6450110460
"ООО ""СВЕТЛОЕТВ МЕДИА""",6732182254
"МКУ ""ЛАБ-МЕДИА""",2377002196
"ООО ""ВЕКТОР""",2339012475
"АНО ""ТЕЛЕКАНАЛ ""ОКРУГА""",1839011051
"ООО ""РИТМИКА""",6826006889
,2625749990
"ООО ""НКМ""",3906378943
"ЗАО ""ЕВРОПА ПЛЮС ВЛАДИМИР""",3302007752
"ООО ""МЕДИА СПОРТ""",7705709053
"ООО ""АЛЬФА-МЕДИА""",2801145611
"ООО ""ДОМ МУЗЫКИ""",7733615470
"ООО ""ИНТЕРКОМТЕЛ СЕВЕР""",3702160191
"ООО ""ФОНБЕТ ТВ""",7703529560
"ООО ""ЛАУНЖ""",8903036059
"ООО ""ПИ ФМ""",7706469238
"ООО ""М3""",9731003250
"МОО ""ЖИВАЯ ПЛАНЕТА""",7729441550
"ООО ""РЕКЛАМНЫЕ ТЕХНОЛОГИИ""",4707041305
"ООО ""ВЕЧЕРНЕЕ РАЗВЛЕКАТЕЛЬНОЕ ТВ""",9729286347
"АНО ""ЯМАЛ-МЕДИА""",8901039110
"ООО ""ЧУСОВСКОЕ ТЕЛЕВИДЕНИЕ ""СОЮЗ-ТВ""",5918220721
"ООО ""РАДИО СИБИРЬ - КРАСНОЯРСК""",2465297728
"ООО  ""РАДИО  СИБИРЬ""",7018044058
"ООО ""АЗИЯ ТВ СНГ""",9701066895
"ООО ""ОРБИТА ПЛЮС ГАГАРИН""",6722040469
"ООО ""СТРИМ""",6381021343
"ООО ""ЭНЕРГОТРЕЙД""",1106029523
"ООО ""СТРОЙТЕХСЕРВИС""",5612069488
"АНО ИНФОРМАЦИОННО-КУЛЬТУРНЫЙ ЦЕНТР РАДИОВЕЩАНИЯ И ТЕЛЕВИДЕНИЯ ""ЛОГОСЪ-РЯЗАНЬ""",6234187034
"ООО ""ИНТЕРИЯ""",1645033948
"ООО ""МЕДИА СЕРВИС ПЛЮС""",7325109370
"МАУ МГО ""МЫСКИ МЕДИА""",4214033547
"ООО ""ЛАДА-ПРО""",9715320407
"ООО ""ПЕРЕСКАЗ""",9709056930
"ООО ""ПВК""",6625020643
"ООО ""КТВ - ЛУЧ """,6325031764
"ООО ""АРТ ИМЭДЖИН""",6167033195
"ООО ""ЭЛЕКТРОН""",7709641134
"ООО ""ТРК ""2Х2""",7731645568
"ООО ""ВОРСТ - МЕДИА""",6672190875
"АНО ""ЦЕНТР РАЗВИТИЯ ТЕЛЕВИДЕНИЯ И РАДИО ОРЕНБУРЖЬЯ""",5610233358
"ООО ""ГОРОДОК""",2907017761
"ООО ""ТЕЛЕКОМПАНИЯ ПЯТНИЦА""",7725685604
"ООО ""ТЕЛЕКАНАЛ ТВ3""",7726637635
"ООО ""СОЮЗНИКИ""",2308245222
"ООО ""ТЕЛЕКОМПАНИЯ РЕЗОНАНС""",9728017616
"ООО ""ТК ""АСТРТЕЛЕКОМ""",3016033215
"ГАУ СО ""МЕДИААГЕНТСТВО ""САМАРА 450""",6316028652
"ООО ""МК"" АЛМАЗНЫЙ КРАЙ""",1433029918
"ООО ""ВОЛНА""",3819021680
"ООО ""КАСКАД ПЛЮС""",1103044393
"ООО ""СИГМАТЕЛЕКОМ""",2458002564
"ООО ""АФОНТОВО""",2464154935
"ООО ""ЛРК""",4024017233
"ООО ""БРК СПЕКТР""",2407014603
"МБУ ""КИНГИСЕППСКОЕ ТЕЛЕВИДЕНИЕ ""ЯМТВ""",4707030367
"АО ""КИНОСТУДИЯ ""СОЮЗМУЛЬТФИЛЬМ""",9715404978
"АНО ""БУРЯАД ТВ""",0326538281
"ООО ""ГПМ СПБ""",7705726098
"АНО ИД ""МЕДИАЦЕНТР 60""",6027201604
"МБУ ""СИАЦ""",5110120934
"ООО ""ЗВУК - М""",2630028263
"ООО "" 39 КАНАЛ """,2301032271
"ООО ""ПРОЕКТМЕДИА""",5609089501
"АНО ""РАДИО ""КОТЕЛЬНИКОВО""",3458003182
"ООО ""ТЦ-01""",7130504361
"ООО ""ПРАЙМ""",0272918647
"МАУ ""ИНФОРМАЦИОННОЕ АГЕНТСТВО ""ИМПУЛЬС СЕВЕРА""",8904011924
"ООО ""ПАРИТЕТ-ВОСТОК""",2536193750
"ООО ""РАДИО32ФМ""",3257058431
"ООО ""ГОРОД-ФМ""",0400017048
"ЧНУК ""УРАЛЬСКИЙ МУЗЕЙ АТАМАНА ЕРМАКА""",6670490930
"ООО ""ПЕРВЫЙ ВЛОГЕРСКИЙ""",7751178270
"ООО ""СКАЙ МЕДИА""",9710080688
"ООО ""СВИРЬИНФО""",4711011247
"ООО ""ВИДЕОКОМ""",7708332990
"МАУ ""САЯНСКИЕ ВЕДОМОСТИ""",1902025125
"ООО ""ТРЕНД""",5803030643
"ООО ""ПЛАН Б""",7736333611
МБУ ОИЦ,5032325233
"ООО ""ВЛАДАМЕДИА""",3306019685
"ООО ""РАДИО-ДАЧА""",7713732948
"ООО ""МЕДИА""",6631007658
"АУ ""МЕДИА-ЦЕНТР""",5034038795
"АО ""РТП ""НЕВА-ТВ""",6154060177
"ООО ""ОНОРИО СОЛЮШНС""",5032326780
"ООО  ""ТЕЛЕМАРКЕТ  ЭФИР""",7018017103
"ООО ""СЕРЖ""",3311024659
"ООО ""КЛЁН""",3326013280
"ООО ""ГПМ РАДИО""",7714353188
"ООО ""ЦЕНТР ОБЪЯВЛЕНИЙ - НАЗАРОВО""",2443040790
"МАУ ""МЕДИАХОЛДИНГ БЕРЕЗОВСКОГО ГОРОДСКОГО ОКРУГА""",4203004079
"ООО ТРК ""ПРИБОЙ""",0546012590
"ООО ""КАНАЛ""",9701181993
"ООО ""РБД""",7813640521
"ООО ""ПРО РАДИО""",2308280114
"ООО ""СТАРТ МЕДИА ТВ""",9702034800
"ООО ""ИЛАНТ""",3305801152
"ООО ""ММТВ""",5038159021
"ООО ""РАДИО МОРЕ""",5260475277
"ООО ""ИНСИС""",6671298731
"ООО ТРК ""АРТ""",1643006385
"ООО ""МК""",1650394604
"ГУП ""БАЙКОНУРСВЯЗЬИНФОРМ""",9901000362
"ООО ""МАРТ""",1121027496
"АО ""НОВЫЙ КАНАЛ""",7734517148
"МАУ ""РЕДАКЦИЯ СМИ ЗАТО ФОКИНО""",2536329344
"ООО ""АЗИМУТ-Т""",7203267108
"ООО ""БЛЭК ПОИНТ""",5020088926
"ООО ""ИНКОМТЕЛ""",2723126168
"ООО ""СВЯЗЬ-МЕДИА""",6154161344
"ООО ""ДУЭТ""",6950254808
"ООО ""АВТОДОР- ПЛАТНЫЕ ДОРОГИ""",7710965662
"ООО ""МИРАЖ""",5043072665
"ООО ""ЛС""",7719884231
"ООО ""МЕДИАСЕРВИС""",7536162849
"ООО ""ТРМ""",0237995134
"ООО ""РАДИО КОЙГОРОДОК""",1111003023
"ООО ""ШАСТА-ГЛОБАЛ""",4824061150
"ООО ""ИСКАТЕЛЬ""",4214041650
МУК КДО СЕРДОБСКОГО РАЙОНА,5805009206
"ООО ""РАДИО ""ВЕСНА""",7707841226
"ООО ""НН РАДИОПОИСК""",5262061401
"ООО ""ЦСП""",3605009318
"АНО ""СОЛИКАМСКИЙ МЕДИА ЦЕНТР""",5919030610
"ООО ""ТСТ""",2309145012
"ООО ""ТОП МЕДИА""",5310021458
"ООО ""МЕДИАРИТЕЙЛ""",9717102450
"ООО ""ТАТМУЗТВ""",1657109292
"ООО ""АМГ РАДИО""",7714478211
"ООО ""РЕГИОН-МЕДИА""",2920012385
"ООО ""ЮЖНЫЙ ВЕТЕР""",9110029136
"ООО ""ЛИНИЯ""",8901039262
"ООО ""ОКЕАН МЕДИА""",9729310208
"ООО ""КОНТИНЕНТ""",7709108720
"ООО ""КВАНТ""",6623139450
"ООО ""СЕВЕР ФМ""",1106031681
"ООО ""АМГ""",1650389851
"ООО ""КРЫМ МЕДИА ГРУПП""",9102069382
"ФОНД ""РАДИО МАРИЯ""",7805071261
"ООО ""ПСК ""ГРАНИТ""",3851994281
"ООО ""МАЙ МЕДИА""",3702113836
"ООО ""СТАЙЛ МЕДИА ХОЛДИНГ""",5024132750
"ООО ""ЦИФРОВОЙ ГОРОД""",6677015299
"ООО ""ТИМЛЕКС""",0554008290
"ООО ""ТЕЛЕКОМПАНИЯ ""ШТРИХКОД""",7710727851
"ООО ""РЕПОРТЕР""",3904613292
"ООО ""ТГВ""",3702014232
"ООО ""НЬЮТОНИЙ""",7456047343
"ООО ""ТВ-51""",7107039885
"МКУ ""РВК ""БОТЛИХ""",0506064545
"ООО КФ ""ФЛАГМАН""",6226011238
"МАУ РЕДАКЦИЯ ГАЗЕТЫ ""ПРИВОЛЖСКАЯ ПРАВДА""",5222010545
"ООО ""ОМНИМЕДИА""",5245025354
"ООО ТРК ""НАВИГАТОР""",6121005156
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""РЕГИОН 62""",6211008120
"ООО ""ОКСАНА""",3920086847
"ООО ""КАРЕЛЬСКИЙ ДЕЛОВОЙ ЦЕНТР""",1001236956
"ООО ""ИНФИНИТИ""",6321357853
"МАУК ""МКДЦ""",0271008765
"ООО ""МОЙ ДОМ ТВ ПРОДАКШН""",7841034836
"ООО ""МЕДИА-СЕРВИС РОСТОВ""",6162058340
"ООО ""АККОРД ПЛЮС""",6162065179
"ООО ""8 ТЕЛЕКАНАЛ""",2543164358
"ООО ""ДАЧА РК""",1101160122
"ООО ""ВИ-БИ-СИ""",2543164365
"ООО ""АЛЬТАИР""",6677016084
"ООО ""НЕВА""",7842451141
"ООО ""СМАРТ -ФМ""",2365019741
"ООО ""РЕЙНБОУ""",7726443478
"ООО ""ТАРГЕТМЕДИА""",0278166418
"МБУ ""НТС""",6513000504
"ООО ""ТЕЛЕКОМ-Б""",7720232512
"ООО ""ТЕЛЕ АРТ""",9717094440
"АНО ""МЕДИАЦЕНТР ""САЛЕХАРД""",8901040388
"ООО ""ЭФФЕКТ """,3123282907
"ООО ""КРЕАТИВ-С""",6455045246
"ООО ""СТОРИТАЙМ ТВ""",7730277978
"ООО ""МОЛОДЁЖНЫЙ КАНАЛ ПРОСВЕЩЕНИЕ""",9717074919
"ООО ""ЗОЛОТО СЕВЕРА""",5105014507
"МКУ МО ГК ""КУРОРТ-МЕДИА""",2305026952
"ООО ""СВЯЗЬ И КОМПОНЕНТЫ""",5300005337
"ООО ""ПДМ. МЕДИА ГРУПП""",9704142720
"МАУ ""ИА ""ЛАБЫТНАНГИ""",8902010474
"ООО ""РАДИО СЕТЬ - ДАГЕСТАН""",0572030838
"ООО ""РАЗВИТИЕ""",2459019916
"ООО ""КИРОВ ГРАД""",4345507871
"ООО ""ИНПРО""",5261130331
"ООО ""АРТМЕДИА""",5243036625
"ООО ""МЕГАУРАЛ""",7451215160
"ООО ""ТРАМОНТАН ФМ""",4025462269
"АО ТЕЛЕКОМПАНИЯ ""ВСЕ ДЛЯ ВАС""",6832022631
"ООО ""РАДИО ЛЕММА""",2543164372
"ООО ""ТРК ""ГЕЛЕНДЖИК""",2304084045
"ООО ""ТЕЛЕКОМПАНИЯ АКТИС""",3801157094
"ППО АО ""ДИНУР"" ГМПР",6625002972
"МБУ ""КИЦ""",7100061610
"МАУ ""КДЦ""",5917001477
"ФГУП ""РФЯЦ - ВНИИЭФ""",5254001230
"ООО ""СГТ""",6163227665
"ООО ""МЕЛОДИЯ""",7806581586
"ООО ""КБГ МЕДИА""",9728069477
АССОЦИАЦИЯ ТЕЛЕЦИФРА,6027207405
"ООО ""ГИДМЕДИА""",6027143536
"МАУК ""ЦЕНТР КУЛЬТУРЫ И ИСКУССТВ ИМ. Л.Н.КЕКУШЕВА""",5038128993
"ООО ""ТАЛИНА РАДИОСЕТЬ""",1327031016
"ООО ""МИЛИАНА""",2367022972
"ООО ""МАГНАТ""",9725003527
,5504151417
"ООО ""РОСТ-РАДИО""",3328005622
"ООО ""РУССКИЙ МИР""",9403000056
"ООО ""МЕДИА ЭКСПЕРТ""",7457013308
"ООО ""РНГ""",4345243361
"ООО ""СТУДИЯ ""АНТЕН""",7019034729
"ООО ""Е-ЛАЙТ-ТЕЛЕКОМ""",4205025388
"МБУ ""СМИ КРАСНОСЕЛЬКУПСКОГО РАЙОНА""",8912000676
"ООО ""ТЕЛЕБАЗИС""",7325112422
"ООО ""ТЕЛЕКОМПАНИЯ ГЛОБАЛ СТАР""",9725099586
"ООО ""ЮВЕЛИР ТРЕЙД""",5504140694
"ООО ""МЕДИА""",3316019405
"ООО ""ПЦ ""ПРИТЯЖЕНИЕ""",4703184077
"АНО ""ТВС""",1300003685
"АО ""ДОН-МЕДИА""",6163225428
"ООО ""ГТК""",2813011330
"ООО ""КАЛИБР""",3305057960
"ООО ""ИНФОРМАЦИОННЫЙ ЦЕНТР""",6633014097
"МАУ ""РАМЕНСКИЙ МЕДИАЦЕНТР""",5040179970
"ООО ""КАМЕРТОН""",4028004764
"ООО ""РТВИ""",8911032851
"ТЕЛЕКАНАЛ ""БЛАГАЯ ВЕСТЬ""",7733565004
"ООО КОМПАНИЯ ""МИШУТКА И ДРУЗЬЯ"" ЯМАЛ",8904092708
"ООО ПЦ ""МЕДИАПОЛИС ТВЕРЬ""",4401149615
"МБУ ""КАРПИНСКИЙ ГДК""",6617017710
"МАУ ""РЕДАКЦИЯ ГАЗЕТЫ ""НИВА""",5102006177
"ООО ""ЧУВАШМЕДИА""",3906218386
ГСУП ГТРК ЛНР,9403013351
"АНО ПСЦ ""ЭКОСПАСКОМИ""",1102084643
"ООО ""КОНТАКТ""",3316000108
"ООО ""ЦИФРОВАЯ ТЕРРИТОРИЯ""",9717107272
"ООО ""ЧАСТОТА""",9403008055
"ООО "" ""ШЕЛКОВЫЙ ПУТЬ""""",9714006163
"ООО ""РАДИО НОВГОРОД""",5300006570
"ООО ""СЕРЕБРЯНЫЙ ДОЖДЬ""",9710026828
"ООО ""РАДО АЛАТЫРЬ КС""",2100006761
"ООО ""РУСЬ""",3123485777
"ООО ""ВЕЩАТЕЛЬ""",7203553564
"ООО ""МЕДИА БРЕНД""",4025454525
"ФОНД ""ТЁМКИНО""",6722033253
"ГУП ДНР ""ТРК ""ОПЛОТ ТВ""",9303028026
"АО ""МАСТЕР-КЛАСС""",7743421379
"ООО ""РАДИО ЮГА""",2310179175
"ГУП ДНР ""ТК ""ЮНИОН""",9309013153
"ГУП ДНР ""ПЕРВЫЙ РЕСПУБЛИКАНСКИЙ КАНАЛ ДНР""",9309020714
"ООО ""НЕРА ЛАЙФ""",1400017138
"ООО ""РАДИО ДЕНЬ""",7751002036
"ООО ""ПРИНЦИП""",7716965605
"ООО ""ДИАЛОГ-ФМ""",0562056932
"ООО ""ВЫБЕРИ РАДИО""",9309017687
"ООО ""ЛОВОЗЕРСКИЙ ГОК""",5106800454
"ООО  ""МЕДИА ГРУППА""ВИЗАНТИЯ""",9731098502
"МКУ ""ГРОЦ""",2364021177
"ООО ""ЧИСТЫЕ ПРУДЫ""",2321016239
"ООО ""ДОКА ТВ""",7730309010
"ООО ""ОТМА""",9309014710
"ООО ""НАШЕ РАДИО""",7710068609
"ООО ""СОДРУЖЕСТВО""",6679148632
"ООО ""МЕДИАЛАЙН""",6677011865
"ООО ""АВК ГРУПП""",4800006369
"МБУ ""ТРИЦ""",1104007235
"АНО ""ЗАМЕДИА""",9001012781
"АНО ИЦР ""ЗОДЧИЙ""",2360980415
"ООО ""ТЕЛЕКОМПАНИЯ СУББОТА""",7702403571
"ООО ""РАДИО РОДНЫХ ДОРОГ""",2130178937
"ООО ""УСОЛЬСКАЯ ВОЛНА""",2463131540
"АНО ХО ""ТРК ""ТАВРИЯ""",9500013340
"ООО ""СОЦИУМ""",7810971282
"ООО ""ИНТЕР РАДИО""",3702114678
"ООО ""РАДИО ИНФО""",4025454532
"ООО ""ДТВ - КАЗАНЬ""",1660062534
"ГУП ДНР ""ТК ТВ-СФЕРА""",9304012237
"ООО ""ПРОСПЕКТ-ТВ""",7325109613
"ООО ТЕЛЕРАДИОКОМПАНИЯ ""ТВ-КУРС""",4632020030
"ООО ""НАША ВОЛНА""",5049024788
"ООО ""КОРМЕДИА""",0277963643
"ООО ""МЕДИА ВОСТОК ГРУПП""",5034066753
"ООО ""ЛЮБИМОЕ РАДИО""",1300008475
"АНО ""КУЛЬТ""",3000007700
СДМКТ,7722390345
"АНО ""ИНСТИТУТ РАЗВИТИЯ ОБЩЕСТВА""",3827063411
"ООО ""ЛТМ""",9717148543
"ООО ""КОНЦЕПТ МЕДИА""",5012110712
"ООО ""ПРОДЮСЕРСКАЯ КИНОКОМПАНИЯ ""ДИНАСТИЯ""",7726643501
"ООО ""СМК-РК""",7713417978
"ООО ""ПИКА""",9717143418
"АО ""ПЛАН Б КИНО""",7736357010
"АО ""РАДИО ЕВРАЗИЯ""",7713576583
"ООО ""РАДИО ЕВРАЗИЯ-КОВРОВ""",7300028088
"ООО ""РАДИО ЕВРАЗИЯ-ЕГОРЬЕВСК""",7300028063
"ООО ""РАДИОЦЕНТР""",4027074568
"АНО ""ИРИ""",7709473987
"ООО ""СК""",3128060418
"ООО ""СЛИВКИН И КО""",1400008937
"ООО ""ЗСРЦТ ""ТЕКОС""",7204058530
"ООО ""КЛАССИК РОК""",7733541973
"ООО ""АЛТАЙ ФМ""",2224211731
"ООО ""РАДИО - ТВЕРЬ""",6950259789
"ООО ""ЭЛЕКТРОНИК ЦЕНТР""",7459003961
"ООО ""ЦЕНТР""",2470002088
"ООО ""СВЯЗЬ-ИНФОРМ-СЕРВИС""",6154074902
"ООО ""РАДИО САРАТОВ""",6450116165
"ООО ""АБРИС""",4101117073
"ГУП ДНР ""ТОРЕЗСКОЕ ТЕЛЕВИДЕНИЕ""",9304014192
"ООО ""АСИНО-ТВ""",7002012364
"ООО ""НАДЕЖНАЯ ПЛАТФОРМА""",9312009781
"ЗАО ""ЕВРОПА ПЛЮС""",7717023685
"ООО ""КОМПАНИЯ НОВОЕ РАДИО""",7725286790
"ГУП ДНР ""ШАХТЕРСК ТВ""",9304012830
"ООО ""АВТОЛОГИСТ""",4401194784
"ООО ""МКМ""",5024238700
"ООО ""УРАЛЬСКАЯ МЕДИАГРУППА""",4501222474
МБУК МЕЖПОСЕЛЕНЧЕСКИЙ РДК,2423011776
"ГУП ДНР ""ТК ""АВЕСТА""",9305004920
"ООО ""МВ-КУРСК""",4632299216
"ООО ""АЛЬЯНС""",3665039966
"ООО ""МЕДИА ПРОРЫВ""",1102077759
"ООО ""ПРОСТРАНСТВО""",7736321165
"МБУК ""ЦКС""",7436004503
"ООО ""РУССКИЙ РЕКОРД""",4000009829
"ООО ""ЧОП ""КУЕДИНСКАЯ СЛУЖБА БЕЗОПАСНОСТИ""",5957015620
"ООО ""СТАР МЕДИА ДИСТРИБЬЮШН""",7723633907
"ООО ""РВ""",7451466816
"ООО ""МЕДИАХОЛЛ""",6679142687
"ООО ""ВОЛЕЙБОЛ МЕДИА""",7708429294
"СПБГУП, САНКТ-ПЕТЕРБУРГСКИЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ ПРОФСОЮЗОВ",7816002340
"ООО ""МЕДИА - М""",2624030289
"ООО ""СПБ ТВ СЕРВИС""",7814574180
"ОГАУ ""МЕДИА-ЦЕНТР ""ПРИАНГАРЬЕ""",3808203575
"БФ ""РАВЕНСТВО ВОЗМОЖНОСТЕЙ""",7704459636
"АУ ""РЕДАКЦИЯ ГАЗЕТЫ ""ЗНАМЯ ТРУДА""",5239001644
"ГАУ ""РЕГИОНАЛЬНЫЙ ТЕЛЕВИЗИОННЫЙ КАНАЛ ""ЗАБАЙКАЛЬЕ""",7500017439
"ООО ""КИДЗ ТВ""",9704244095
"ООО ""ЛЫСЬВАИНФОРМ""",5918222084
"ООО ""АВТОТОН""",5700010839
"ООО КОРПОРАЦИЯ ""ТЕЛЕОМСК-АКМЭ""",5502031330
"ООО ""РУФОРМ""",7714886605
"ООО ""РУССКОЕ РАДИО-ГАЛИЧ""",4401151124
"АНО ""ВЕРХНЯЯ ВОЛГА МЕДИА""",7604392177
"ООО ""МЕДИАВСЕЛЕННАЯ""",2508145970
"ООО ""ФИШКА""",7453215092
"ООО ""Л-МЕДИА""",7451466573
"ООО ""РАДИО""",0269046202
"ООО ""ТРАСТ""",2210011316
"ООО ""ИНФИНИТИ-РЕКЛАМА""",2508121810
"ЗАО ""КОМПАНИЯ ""АЛЫЕ ПАРУСА""",5753029150
"ООО ""РИА ""ТУРОЧАК ФМ""",0400025553
"ООО ""РАДИОПРОЕКТ""",2624027286
"ООО ""РРД""",2130162937
"ООО ""ИНТЕР-РАДИО-ГРУПП""",7703283796
"ООО ""СВ РЕЗЕРВ ПЛЮС""",9731143868
"ООО ""РТУ""",6900003319
"ООО ""РАДИО-ШИМАНОВСК""",2809091333
"ООО ""ГРАММОФОН ГРОЗНЫЙ""",2013007769
"ООО ""ФИЛАРЕТ МЕДИА""",5017131723
"ООО ""СТАР ПЛЮС""",8617040745
"АО ""САК""",7737055082
"ООО ""ФМ ВОЛНА""",7203586619
"МАУ ""СОВЕТСК ТВ""",3911018978
"ООО ""ПРЕМЬЕР-МЕДИА""",5905998715
"ООО ""Р-МЕДИА""",5012073860
"ООО ""ГТК""",3812164199
"ООО ""ИДЕЯ""",1004018441
"ООО ""АЛЬФА КАНАЛ""",7814844704
"ООО ""ТЕЛЕКОМПАНИЯ МАЯК""",6146902084
"ООО ""ПРАЙМ ПЛЮС""",2543156188
"ООО ""ЛЮБЕРЕЦКОЕ ТЕЛЕВИДЕНИЕ""",5027323551
"ООО ""ТЕЛЕКАНАЛ ОВЕРТАЙМ""",2635260630
"АНО ""ЦЕНТР ДРАМАТУРГИИ И РЕЖИССУРЫ РБ""",0268076941
"ООО ""ТЕХНОЦЕНТР""",1434022048
"ООО ""МИН-АРТ""",6168123860
"ООО ""ИСТОК""",5443117198
"АНО РАДИОКАНАЛ ""ВЕРА, НАДЕЖДА, ЛЮБОВЬ""",7718748268
МКУ ЦОФ,5115000366
"ООО ""ЮПИТЕРТЕЛЕКОМ""",7820066241
"ООО ""АТЛАНТИКА""",7206027834
"ООО ""КЦ ""НЕЙВА """,6686158543
"ООО ""ВИР МЕДИА""",7443007488
"ООО "" АР-ТЕЛЕСОФТ""",7100062902
"ООО ""БИЗНЕС ФМ""",7713666290
"ООО ТК ""ПЯТЫЙ КАНСКИЙ""",2450037741
"МАУ ""СЕРГАЧСКИЙ ИНФОРМАЦИОННЫЙ ЦЕНТР""",5229016850
"ООО ""БПТВ""",9714061830
"ООО ""АРИСТОКРАТИКА""",9721242683
"АО ""РАДИО РЕТРО""",7717083677
"ООО ""ВОЛНА +""",1424008534
"ООО ""МЕДИА САППОРТ""",9731034763
"ООО ""ЦТВ ПЛЮС""",9707042354
"ООО ""ЛИФТ-СЕРВИС""",3123151397
"ООО ""ЗВЕЗДЫ НЕВЫ""",7804709738
"ООО ""ОРИОН""",2339015719
"ООО ""ЦЕНТР КРАСНОЯРСК""",2465366700
"ООО ""ТЕЛЕКАНАЛ ЭЙЧ ЭЙЧ КЬЮ""",7730334792
"АНО ""КРЫМСКИЙ ТУРИСТСКИЙ ЦЕНТР""",9102300144
"ООО ""МЕДИАКОМПАНИЯ""",3100022740
"АО ""ТЕЛЕРАДИОКОМПАНИЯ РТР""",7113066005
